what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336843238093
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336843304829
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336843320451
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336843322161
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336843324454
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1336843330395
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336843332292
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1336843335385
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1336843344607
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1336843361908
